StationTime,Attractiveness,Closeness Centrality,Degree Centerality,Betweenness Centrality
11,26.71092813,235.2079665,9,535
51,40.83167868,229.5459426,3,266
870,18.75820021,253.8205724,10,682
887,15.01548813,253.0155809,10,850
1022,25.93872524,241.5004417,13,664
1024,7.26581689,248.8040463,1,162
1029,26.90162329,594.4839224,1,180
1038,20.43173554,576.2008364,2,198
1040,16.85264212,572.2706726,1,180
1041,16.07533917,569.5216644,1,180
1045,8.50695779,556.1888996,1,180
1054,8.50695779,555.4606457,1,180
1059,16.85264212,570.3086,1,180
1066,32.86012913,583.7196069,1,180
1067,33.6803943,585.8863129,1,180
1071,30.71111539,593.1222079,1,180
1253,6.41351732,229.0870223,3,340
1711,14.20679303,255.2680523,3,337
1725,2.72701137,257.2888065,2,272
1742,2.72701137,256.7651859,2,420
1760,5.10739244,258.7528377,3,470
1775,10.66155691,258.0441443,3,590
1776,10.66155691,258.444383,3,442
1819,4.34137231,259.8316767,2,420
1844,5.94028901,245.1642812,2,268
1849,5.94028901,244.9145082,2,268
1852,7.3219906,248.3436213,3,416
1885,2.7738078,241.0144375,1,144
1926,24.07741221,269.7368331,2,163
1927,37.9159422,268.7693387,2,163
1958,7.07360819,261.8223378,1,186
1970,21.00738167,279.4313375,3,210
1998,6.01796773,263.2171547,1,234
2024,15.1447851,277.8920735,3,336
2144,2.0208111,268.1960644,2,274
2149,1.54836592,303.5570062,0,0
2202,29.57261658,233.4279574,10,1777
2222,18.57504926,260.2243922,1,70
2228,28.61851101,269.1199237,2,163
2249,12.90693,305.1068028,3,85
2333,6.38219166,237.3821958,1,142
2426,29.57261658,233.4264528,10,1015
2440,40.21784798,645.0584501,2,211
2450,40.21784798,643.9480133,2,242
2499,43.19283112,650.7565858,2,174
2641,17.12854756,609.7351247,10,673
2682,13.57083777,239.5910321,2,260
2701,13.57083777,239.7129093,2,260
2725,15.22164962,236.0370325,1,144
2759,15.22164962,236.157405,1,144
2773,8.99584401,236.732184,1,104
2774,5.31979388,236.9729291,1,104
2778,2.34155383,236.4703737,1,104
2780,2.18623957,238.4219137,1,104
2786,21.00035711,235.6744102,2,224
2789,2.18623957,238.367746,1,104
2791,4.34986254,236.3740756,1,104
2933,1.62745067,305.1263633,2,153
3003,23.08993068,227.8727642,1,232
3028,3.65314069,234.6392062,2,350
3035,14.80654321,238.6340703,3,412
3043,15.63038381,244.0899562,2,296
3050,9.61049324,249.2719946,2,323
3079,9.02965881,235.9587903,2,248
3094,9.02965881,236.416206,2,248
3102,10.78862147,247.9644477,2,275
3111,12.36397237,226.8721673,3,240
3126,5.3542099,235.0033332,2,224
3133,9.91351656,240.0499524,2,224
3141,9.02390453,246.1603641,2,251
3142,9.02390453,246.0625614,2,251
3150,9.91351656,240.3508838,2,224
3157,5.3542099,234.6136271,2,224
3172,12.36397237,226.974484,3,240
3188,13.38262977,226.5185729,1,186
3266,2.61253342,346.0424984,2,144
3324,3.54076448,315.4768982,2,288
3391,0.13303347,500.5843039,4,393
3401,4.43087343,548.5527659,2,272
3402,4.43087343,550.1913372,2,272
3404,4.0158101,553.5798246,3,206
3431,3.59223706,560.8744012,3,177
3432,3.59223706,563.1343959,3,177
3513,0.13303347,500.6174064,4,393
3554,8.42954385,279.0341081,3,422
3569,19.0808245,232.9374393,2,228
3583,21.44611608,235.7767268,2,164
3689,17.04875263,765.1496312,2,492
3711,3.83384056,446.3790391,2,682
3726,6.45599968,480.0938863,2,700
3848,4.72848094,479.0300938,2,664
3864,4.78177129,453.9263981,3,691
3896,11.58452556,629.0880218,3,1044
3906,2.31797555,568.9062598,2,733
3910,6.57190795,554.6977846,1,628
3915,9.05263679,533.6686998,1,210
3916,6.80565941,519.87551,2,235
3917,6.80565941,519.5189063,2,235
3921,9.05263679,533.5468226,1,210
3928,11.08285939,515.3555207,4,830
4002,2.34159362,752.3419917,1,48
4155,20.14274858,231.5245664,4,975
4169,38.07010955,228.719886,3,288
4170,30.71297924,228.61456,4,441
4301,8.32124781,230.8128637,3,251
4436,16.40740688,319.6974608,2,700
4559,4.66385661,594.6945744,1,36
4572,23.84859647,682.5665373,3,137
4622,61.17400386,663.1128282,5,296
4624,58.0043965,661.9768123,4,271
4663,20.78676615,661.1627929,2,185
4702,8.97238092,803.3408326,2,492
4703,8.97238092,803.2069182,2,492
4767,28.78189869,684.0817268,3,137
4772,57.80942689,666.1763097,6,425
4814,3.19548845,248.7273088,2,162
4821,7.26581689,248.8837931,1,162
4874,15.08176432,243.0577616,3,284
4876,15.08176432,242.2046211,3,365
4879,12.79700175,241.9172317,1,81
4886,17.4762355,248.9319421,3,428
4894,4.42436702,260.7103963,1,22
4895,4.42436702,260.0724218,1,22
4898,13.27338802,254.2072692,1,22
4901,23.0641261,251.2220299,1,22
4948,19.45619134,249.8648294,3,417
4978,17.04875263,765.4415347,2,492
5006,16.40740688,319.9051034,3,757
5053,11.08285939,515.617331,4,794
5063,6.57190795,553.4308635,1,628
5068,2.31797555,569.6931953,2,733
5093,11.50430493,496.417909,2,290
5100,11.70440628,502.0393071,2,290
5127,3.87010089,479.7854316,2,290
5198,1.74927644,355.4902391,3,874
5202,3.62905882,348.5868732,1,524
5267,7.29146342,324.8779945,1,200
5310,1.26301164,420.3108583,3,1188
5343,20.42833077,596.388818,4,888
5370,9.32753002,523.9651675,2,218
5394,9.32753002,523.8387763,2,218
5479,99.5496826,226.4538727,12,1149
5481,160.4434596,225.6684418,8,620
5482,173.1643523,225.0500278,25,2278
5485,138.5827965,225.8399727,11,974
5491,65.57462084,229.2088995,21,2977
5492,78.83531594,228.9365566,22,3287
5493,78.76716283,228.3828428,24,3381
5498,167.7554813,225.3855663,25,3434
5502,125.7202295,224.2841574,24,3315
5504,167.7554813,225.3629964,25,3573
5531,134.6485051,224.4270999,19,2173
5634,26.92204874,629.6522681,4,208
5635,26.44608714,632.2162035,4,185
5644,16.7174478,641.2245843,1,50
5681,43.35321,645.7204991,2,121
5691,16.7174478,641.3524802,1,50
5699,25.43700688,633.3597427,2,76
5702,23.31433596,631.0771782,4,208
5774,2.37254773,714.2606302,2,492
5881,20.41605624,329.4807399,2,131
5892,4.18810094,270.5719176,2,196
5900,7.53765965,265.5177751,3,418
6001,27.38666771,229.8453693,4,428
6003,35.13885976,232.6079194,9,610
6006,27.38666771,230.1147029,4,428
6112,2.96435367,298.659348,1,132
6145,2.96359324,299.1573894,3,474
6152,2.7760302,298.0845691,3,474
6384,4.46754824,233.6641886,1,108
6410,4.46754824,233.5618719,1,108
6419,3.1266619,233.8086356,1,108
6444,9.28824448,228.5197666,2,237
6445,9.28824448,228.4340012,2,237
6454,6.41351732,229.1622551,3,340
6587,2.25845301,281.7680696,2,186
6676,4.04154672,271.1075755,2,196
6769,6.25129085,235.0575008,3,340
6781,14.80654321,239.6166113,3,411
6788,9.06505467,246.1799247,2,294
6833,15.63038381,243.4700376,2,296
6842,9.6613048,235.447207,2,350
6984,16.7907525,239.8483284,2,194
6986,13.88298415,239.8874495,1,124
6990,11.03221017,240.7932529,3,263
7006,15.63038381,243.402328,2,241
7010,8.71991807,241.2852758,2,217
7013,11.03221017,240.529938,3,263
7019,20.82815273,239.8016841,2,194
7020,9.4008694,246.1152244,3,410
7119,9.39990943,247.5988161,3,399
7473,11.14339413,237.9509561,3,251
7759,6.32197786,247.4769389,1,296
7766,6.32197786,247.5356205,1,296
7773,9.39909699,240.2952115,2,367
7785,6.25129085,235.4547303,3,340
7853,21.57277179,619.2806681,2,419
7891,5.05724546,296.4851188,2,624
7904,3.92183172,286.3557685,3,892
7907,2.03160477,281.0699088,6,1597
7945,6.36826894,295.1625254,2,624
8086,8.0069508,224.8288432,3,334
8100,16.32843516,227.3371063,4,356
8107,16.32843516,227.4815534,4,356
8121,9.24773677,229.3698978,4,666
8125,33.95264419,230.8038358,11,1742
8132,33.95264419,231.3996799,11,1143
8133,30.92572107,230.3674853,11,1437
8137,9.24773677,229.276609,4,594
8151,41.22965347,230.9979365,2,303
8194,4.54191046,244.8136962,2,108
8287,3.51491483,598.3162835,1,154
8302,30.309135,603.1913719,6,974
8339,20.42833077,595.4469028,4,511
8342,30.309135,602.4480714,6,974
8352,14.06845032,615.6950707,5,1021
8389,3.21599488,612.5247586,2,241
8436,25.53803277,607.9415737,4,482
8453,2.02597117,599.6930446,2,81
8474,3.51491483,598.0228754,1,154
8475,2.11898223,597.9341007,1,154
8501,10.81864554,615.6604636,2,239
8507,16.9900296,606.1254528,1,134
8531,10.81864554,615.8801435,2,239
8546,30.71242966,635.8454359,3,1044
8552,11.58452556,628.9074629,3,1044
8556,14.79224184,609.4025955,1,154
8558,3.73897656,602.4074456,1,154
8561,3.04675997,596.9455411,1,154
8562,3.04675997,597.1998281,1,154
8575,4.65633898,586.1616651,2,146
8604,3.33421994,598.5344588,1,154
8608,12.41600205,610.3971738,1,154
8613,10.91260374,661.5780782,5,1404
8614,10.91260374,661.8037767,5,828
8624,1.5918765,559.1139526,1,50
8634,1.5918765,559.2117553,1,50
8649,12.92193661,513.920078,4,505
8661,4.05268144,679.0381169,1,48
8674,4.05268144,679.1028171,1,48
8676,5.301023,675.9294957,1,48
8681,12.57723872,670.6827571,3,158
8716,3.17796399,629.306197,1,69
8756,6.743099,662.6734684,1,138
8834,4.87408325,460.0518564,2,368
8839,0.80686317,461.8439027,1,27
8850,7.5855633,454.8532668,3,691
8860,3.30210717,491.4058968,1,54
8861,11.08285939,514.5204361,3,400
8862,6.80565941,518.6070843,2,155
8877,10.37361728,540.4757676,1,628
8908,20.77592951,499.7356774,3,149
8913,20.77592951,505.2321891,2,264
8916,15.09478614,513.2670569,4,610
8936,10.37361728,540.9527439,1,628
8945,2.06099798,559.980635,1,210
8956,2.18954736,753.3696724,2,83
8959,1.45447851,760.3377385,1,77
8960,1.45447851,760.2700289,1,77
8965,0.99220977,759.0377149,1,77
8976,3.1562439,746.3519526,2,160
9004,2.30776217,719.2470632,1,154
9011,10.25551111,687.9216112,5,329
9047,3.73382343,712.9395415,1,67
9049,3.73382343,710.1664588,1,134
9051,3.73382343,707.0939494,1,134
9055,5.36976968,696.4846136,1,134
9061,8.16361962,679.7979686,1,134
9063,8.16361962,676.2710528,3,145
9065,8.16361962,676.0814661,3,145
9073,5.36976968,699.4939274,1,134
9077,3.73382343,708.7370347,1,134
9093,4.36520903,677.4597318,1,138
9095,2.11343775,685.7865031,1,138
9155,21.57277179,618.2770619,2,838
9175,8.80573477,589.5892735,3,450
9215,5.82503692,754.3356621,2,54
9248,61.45709578,642.9850329,4,799
9249,52.41771138,647.7307207,2,782
9251,27.44355157,652.6584721,3,516
9252,11.33720533,655.2780798,2,202
9258,12.57723872,669.1826142,3,211
9259,11.02053421,671.0423701,3,211
9275,2.11343775,685.7112702,1,138
9297,11.26463918,654.3376692,2,178
9299,55.30364355,648.9810906,3,806
9300,52.41771138,646.7797776,2,782
9302,10.25551111,689.2201301,5,465
9305,7.09612835,693.491851,3,213
9314,4.17206263,711.2227279,2,221
9316,2.30776217,718.3984367,2,221
9326,3.1562439,747.1810185,2,83
9410,9.21978404,646.8068614,2,36
9417,4.69649109,630.9131706,1,62
9451,9.00489973,591.977164,3,869
9551,101.8839941,225.9227288,7,638
9553,27.38666771,229.0057708,4,428
9557,26.71092813,235.3057692,9,535
9569,96.78984512,226.0370827,7,638
9577,35.92468279,232.1520084,9,610
9601,20.27186578,241.0716145,3,464
9612,43.12488647,239.1652142,8,1232
9627,6.58753363,672.90664,1,112
9662,2.78828511,628.3462259,1,112
9694,14.03359494,600.7252392,1,180
9705,2.83284788,628.0663597,1,112
9743,7.62323899,673.9072368,2,241
9883,14.93373382,617.9731212,3,573
10337,43.60755086,618.8984852,3,283
10338,29.09694036,621.9589574,1,180
10339,21.90617474,624.2490452,1,180
10340,4.02124903,514.691967,1,180
10341,8.74620208,511.1665559,1,180
10342,8.74620208,510.1027635,1,180
10343,8.36236902,508.376922,1,180
10344,10.4734167,507.1686825,1,180
10345,11.37859171,506.21473,2,235
10347,13.5771707,503.6899158,2,290
10348,12.28826223,501.6315451,2,290
10349,12.01883337,501.4284164,2,290
10350,8.99186882,500.9213471,2,290
10351,10.23944718,500.6866206,2,290
10352,10.6861011,497.7405024,2,290
10381,13.61653324,498.3363465,2,290
10382,10.23944718,500.8566468,2,290
10384,12.01883337,501.2267924,2,290
10388,14.96382981,657.4508043,1,180
10390,28.94696176,654.8311967,2,197
10393,35.72954593,650.2826189,2,197
10394,35.72954593,648.4980958,2,197
10395,41.88198106,646.5555837,2,211
10396,15.2308057,640.4692466,3,298
10398,13.48284913,636.7753139,3,267
10399,15.19216756,633.6185437,1,180
10400,13.64075264,631.1418784,1,180
10401,17.68775766,627.9820989,1,180
10402,19.86588504,625.4347148,1,180
10403,28.71338187,623.3236812,1,180
10405,43.60755086,619.1994166,3,283
10412,7.16329053,604.243127,4,147
10423,5.77541092,564.1169368,1,70
10424,5.38899676,562.1834527,1,70
10431,12.01883337,501.5803868,2,290
10432,13.5771707,504.3790486,2,290
10433,11.37859171,505.2427217,2,290
10434,11.37859171,506.3892702,2,235
10435,10.22641853,508.6387323,1,180
10436,8.74620208,510.3736017,1,180
10437,6.42402099,512.0347429,1,180
10438,8.52930068,518.9245669,1,180
10439,8.52930068,519.8875473,1,180
10440,12.07646492,521.0100213,2,199
10441,9.81004685,521.6525098,2,199
10442,9.07158071,527.997648,1,180
10444,8.13329514,535.176366,1,180
10445,8.13329514,536.9097308,1,180
10446,6.45479558,540.7360733,1,180
10447,5.90041765,543.4625116,1,180
10449,5.15843367,550.2861306,1,180
10450,8.50695779,553.0817831,1,180
10451,9.81126282,558.6580416,1,180
10453,18.03195129,566.9306452,1,180
10454,17.91708033,573.6384057,1,180
10457,20.93118264,581.3121559,1,180
10460,28.33997094,590.5883657,1,180
10461,14.62299019,597.2946215,1,180
10462,10.89444091,604.1483337,1,180
10467,13.48284913,637.879732,3,298
10468,33.67014001,641.2290983,2,242
10469,41.88198106,647.0400832,2,211
10470,35.72954593,649.0834073,2,197
10471,40.82885891,651.2440946,2,197
10472,11.40650301,655.5775065,1,180
10474,14.96382981,658.2798703,1,180
10476,64.8255949,662.9728951,5,296
10477,14.19110663,611.5196478,5,275
10481,32.13345906,616.9048148,3,296
10482,21.82459836,616.9108335,4,228
10484,17.89251625,615.6108099,3,262
10485,26.3378457,635.9447433,3,199
10496,36.73246381,657.7276612,4,320
10497,46.18566834,658.3325333,4,185
10498,20.98618061,659.6807058,4,185
10500,25.58425611,662.5997402,1,50
10506,63.11067089,665.2885621,5,369
10507,57.80942689,666.6833791,6,400
10508,44.0689681,669.9575125,6,456
10509,25.01077556,679.8385943,6,331
10511,24.02024177,678.1338181,8,562
10512,16.47957614,671.7811566,10,604
10513,63.88832969,668.8666362,6,400
10518,25.58425611,662.9232415,1,50
10521,12.62029741,613.2078728,2,250
10536,17.07336894,626.3013972,1,180
10537,15.42880801,628.6531759,1,180
10538,13.64075264,631.7151527,1,180
10539,20.98618061,660.118561,4,185
10541,46.18566834,657.3590202,4,185
10543,34.14671232,658.3551031,4,320
10553,26.3378457,635.9612945,3,199
10554,23.31433596,633.2318469,4,272
10556,30.02417616,616.6580511,3,296
10558,16.77620664,614.9397329,3,318
10559,16.77620664,614.3905332,3,318
10568,2.40047295,475.4219266,2,290
10570,43.19283112,650.667811,3,200
10571,36.80525349,655.2735658,5,226
10572,16.77620664,614.729081,3,318
10574,31.39854604,657.3229085,5,226
10575,39.14384959,654.2699596,5,265
10584,12.70070778,813.6943768,2,492
10585,6.39156099,815.0606052,2,492
10586,8.97238092,805.9107866,2,492
10587,8.97238092,805.8054606,2,492
10588,6.39156099,814.7656925,2,492
10589,12.70070778,813.6988907,2,492
10592,2.68739306,475.003632,2,290
10594,9.09075536,507.6938078,1,180
10595,4.02124903,515.2802879,1,180
10596,7.76752799,530.9648314,1,180
10601,19.05541311,607.6150631,1,180
10603,13.85199053,603.9497189,1,180
10604,14.62299019,599.9864527,1,180
10606,18.33434925,596.2729594,1,180
10607,30.71111539,591.8026238,1,180
10609,29.62023524,588.5886767,1,180
10612,23.23832835,580.8592542,2,198
10615,18.03195129,566.8524031,1,180
10617,12.65463435,562.239125,2,215
10618,9.81126282,558.4925294,1,180
10619,8.50695779,553.1374554,1,180
10620,5.15843367,549.3321781,1,180
10622,5.24507587,544.5202854,1,180
10623,5.90041765,542.6861086,1,180
10625,8.13329514,533.8327074,1,180
10626,7.76097978,532.0993427,1,180
10627,7.76752799,529.7520779,1,180
10628,9.72590978,522.7749839,2,218
10629,8.92546473,521.8210314,2,199
10630,12.07646492,520.6684642,2,199
10632,15.19216756,634.5544403,3,267
10648,9.54807188,594.8630959,2,118
10649,9.54807188,597.4044614,2,118
10651,7.16329053,605.4017129,3,128
10659,19.05541311,608.4381105,1,180
10663,12.62029741,612.3532277,2,250
10664,20.5914609,615.1744594,4,353
10666,6.0012936,675.9671121,2,314
10667,6.0012936,678.348984,2,314
10681,56.49522238,669.9605218,4,275
10696,56.49522238,670.0161941,4,275
10698,6.52317113,671.6984005,1,112
10700,6.58753363,672.8750422,1,112
10733,19.10371486,634.6988873,2,76
10734,11.55336531,635.6061955,1,50
10735,7.66544823,636.4713732,1,50
10736,23.12605314,638.3205965,1,50
10737,17.34394614,639.6597411,1,50
10738,18.31791401,639.5453872,1,50
10740,18.41661243,643.4936069,2,98
10741,22.47207722,645.536931,2,98
10754,5.61442932,671.5479348,2,370
10757,28.57701722,671.4742066,1,112
10759,11.20159254,648.3882558,1,17
10760,5.15073327,647.3575658,1,17
10767,3.07635665,637.366644,1,112
10769,2.42661326,636.402159,1,112
10770,1.93014968,635.7581658,1,112
10771,2.34280224,632.4734998,1,112
10773,2.83284788,625.1548486,1,112
10774,4.81427816,620.5069635,1,112
10775,18.00849252,618.2424548,3,215
10776,19.1653506,616.5993695,3,215
10777,14.74236954,615.2677481,1,112
10778,12.21216947,615.5521283,1,112
10779,12.38570605,615.0134611,1,112
10780,14.09840778,612.9430532,10,441
10781,12.38570605,615.1233011,1,112
10782,12.21216947,615.6138192,1,112
10783,14.74236954,615.3158972,1,112
10784,19.1653506,615.8666016,3,215
10785,18.00849252,618.1687266,3,215
10786,3.45397016,621.3601039,1,112
10787,2.83284788,625.2376048,1,112
10788,2.91287514,631.8505718,1,112
10789,1.93014968,633.5147224,1,112
10790,1.8898448,635.9146501,1,112
10791,2.42661326,636.4728778,1,112
10796,5.15073327,647.4899756,1,17
10797,11.20159254,648.5958985,1,17
10812,5.40235243,674.4158109,2,370
10813,5.61442932,672.2325537,2,370
10819,43.35321,645.3413256,2,121
10821,55.32913282,644.9681707,1,96
10822,22.47207722,645.8769834,2,98
10823,18.41661243,643.1264706,1,50
10825,16.80071984,639.0909808,1,50
10826,17.34394614,639.4536031,1,50
10827,23.12605314,638.3296244,1,50
10828,7.66544823,636.2185908,1,50
10829,11.55336531,635.5625604,1,50
10832,26.44608714,632.3079875,5,211
10846,4.81235403,669.7438512,2,370
10847,11.66561226,667.3499421,3,401
10848,12.59613285,665.9355646,3,401
10849,16.05667636,663.2768358,3,432
10854,16.05667636,663.5943184,3,401
10855,14.59637593,665.5714376,3,401
10856,13.23982117,667.516959,2,370
10857,4.81235403,669.3390985,2,370
10858,10.70146132,610.7567868,2,160
10859,9.78991441,608.4817455,1,70
10860,1.25353593,606.6671293,1,70
10867,6.04917485,587.8423668,1,36
10868,6.04917485,586.5423433,1,36
10869,6.04917485,585.1670869,1,36
10870,6.17940184,582.9808204,1,36
10880,4.80966759,565.0934592,1,70
10881,10.73952301,563.7994542,2,160
10882,10.73952301,562.9613603,2,160
10884,6.32351294,560.0257747,1,70
10885,6.32351294,560.2258941,1,70
10886,7.98039494,561.5319363,1,70
10887,12.65463435,562.4362351,2,160
10888,9.15140436,564.0040876,1,70
10889,6.2814679,565.0769079,1,70
10895,6.17940184,581.7424878,1,36
10896,6.17940184,583.0455206,1,36
10897,6.04917485,585.0768075,1,36
10898,6.04917485,586.3151401,1,36
10899,3.44261723,588.6624048,1,36
10900,3.44261723,591.3662733,1,36
10901,4.66385661,593.7857616,1,36
10910,4.51235387,694.9513682,1,258
10911,11.22649544,744.0453135,2,492
10912,10.37721453,748.5036119,2,492
10913,10.37721453,752.1373584,2,492
10914,10.37721453,752.80994,2,492
10915,8.3032844,753.4343726,2,492
10916,7.86613575,754.5086976,2,492
10918,9.10802152,757.0289979,2,492
10920,9.2496097,761.4541939,2,492
10921,9.26491758,764.4559844,2,492
10922,10.4436632,766.7897072,2,492
10923,12.18080107,765.895941,2,492
10925,7.25517757,807.9195036,2,492
10926,6.24720601,809.9206973,2,492
10927,3.62339241,813.9667197,2,492
10928,2.54672119,816.5697761,2,492
10929,4.65162109,815.925783,2,492
10930,10.24652988,815.5466094,2,492
10931,10.24652988,816.6720928,2,492
10932,9.54743251,818.3482806,2,492
10933,4.73172269,821.6148907,2,492
10934,2.72658928,870.6396218,2,492
10936,1.28114861,879.0882703,2,492
10937,5.78917148,881.8237365,2,492
10938,5.78917148,881.58901,2,492
10939,7.02987644,881.0097171,2,492
10941,6.15561366,880.3867892,2,492
10942,6.66815568,880.0918764,2,492
10943,6.66815568,879.7262448,2,492
10945,7.21558894,887.8995411,2,492
10946,2.16956664,893.0725515,2,492
10948,2.16956664,893.350913,2,492
10949,7.21558894,887.2480246,2,492
10950,7.2945339,882.9100988,2,492
10951,6.66815568,880.0723159,2,492
10952,6.66815568,880.2694259,2,492
10953,7.02987644,880.7072811,2,492
10954,7.02987644,880.9420076,2,492
10955,7.02987644,881.2369203,2,492
10956,5.78917148,881.9245485,2,492
10957,5.78917148,882.1667983,2,492
10958,1.28114861,879.1349146,2,492
10959,2.72658928,871.2459985,2,492
10960,4.73172269,821.2733336,2,492
10961,9.54743251,817.8005854,2,492
10962,10.24652988,816.3004425,2,492
10963,12.70070778,814.7747204,2,492
10964,4.65162109,816.2959285,2,492
10965,2.54672119,816.2447702,2,492
10966,3.62339241,813.9591964,2,492
10967,6.24720601,809.9417625,2,492
10969,12.18080107,766.3353009,2,492
10970,10.4436632,767.1493202,2,492
10971,9.26491758,763.8511123,2,492
10972,9.2496097,760.5754742,2,492
10974,9.10802152,757.5150021,2,492
10976,7.86613575,754.1189915,2,492
10977,8.3032844,753.2763836,2,492
10978,10.37721453,752.4593549,2,492
10979,10.37721453,751.573112,2,492
10980,11.22649544,747.8159837,2,492
10981,11.22649544,744.4605989,2,492
10982,2.37254773,713.4059851,2,492
10983,4.51235387,695.0115545,1,258
10984,6.5764392,584.7608295,1,70
11001,12.28826223,501.8196272,2,290
11006,20.23432232,637.6073891,3,264
11010,12.01883337,501.1545689,2,290
11042,3.67123121,749.4319852,2,83
11044,3.49723481,752.7813515,2,131
11045,0.83046911,790.9183853,1,114
11061,3.231181,695.2207018,1,48
11062,4.52234249,684.764841,1,48
11063,4.05268144,676.3748741,1,48
11064,5.301023,675.5277523,1,48
11075,7.85075297,747.8611234,1,48
11076,7.85075297,743.1214542,1,48
11077,7.85075297,740.3513809,1,48
11078,7.85075297,737.4112813,1,48
11126,0.83046911,789.6379223,1,114
11128,1.91632589,744.7344464,1,114
11130,2.11898223,597.4781896,1,154
11131,3.04675997,597.0824649,1,154
11156,19.96812482,614.2897212,2,838
11158,15.74226822,608.6367252,2,838
11162,8.92954119,608.6442485,1,210
11165,3.89172651,612.0763709,1,210
11166,3.79135778,612.9731464,2,241
11167,3.12194319,609.5982009,1,210
11168,3.59050737,607.8016406,1,210
11187,23.56898545,652.8420402,5,1323
11188,15.29197616,666.0935536,2,147
11190,17.83621707,672.4612616,2,138
11191,17.83621707,675.0267016,2,138
11194,15.1822074,667.0986644,2,138
11198,38.01738858,650.0779855,3,729
11200,20.61310535,618.737487,2,733
11210,3.61817322,596.494144,1,154
11213,2.69030605,649.8086519,1,62
11214,7.04061321,647.8164862,1,62
11215,7.04061321,646.6323212,2,36
11216,9.07546638,644.4445501,2,36
11217,10.81060764,643.0121167,2,36
11219,7.38894198,641.2366216,1,62
11220,7.43149061,643.3100388,2,67
11221,7.04061321,645.4255864,2,67
11223,2.69030605,649.4701041,1,62
11224,1.21964335,648.466498,1,62
11225,4.05268144,681.1085248,1,48
11226,4.52234249,685.5743464,1,48
11227,3.231181,694.8084258,1,48
11233,1.21964335,648.6290009,1,62
11234,69.5848387,645.4150538,3,828
11236,18.89044804,671.8413429,2,105
11237,17.65984609,672.340889,1,48
11238,11.48043455,673.0300219,2,81
11239,10.35627902,674.340578,2,81
11245,5.95214233,594.897703,2,524
11246,6.9253062,590.2122014,3,900
11260,1.743839,597.0538764,1,50
11285,2.69030605,649.4023946,1,62
11286,7.2917961,647.8751678,2,36
11287,7.04061321,646.5074347,1,62
11288,7.04061321,644.9275449,2,67
11289,7.38894198,641.2968078,2,67
11290,3.90745032,633.7735233,1,62
11291,11.48043455,672.8043233,2,81
11292,17.65984609,672.0881066,1,48
11293,18.89044804,671.3643667,2,105
11294,12.57723872,669.9650358,3,235
11297,9.5038797,664.5211871,3,235
11303,1.26658161,596.5799094,1,50
11327,3.59050737,607.4992046,1,210
11328,3.21599488,610.1142983,2,241
11329,3.79135778,612.8482598,2,241
11330,3.89172651,612.1139873,2,241
11331,5.81245596,611.1118858,1,210
11332,8.92954119,610.466388,1,210
11333,8.92954119,608.4802409,1,210
11334,12.40099018,607.08091,1,210
11335,12.40099018,606.405319,1,210
11340,19.96812482,614.1693486,2,838
11356,4.63555106,626.8836994,2,396
11357,5.81359289,624.5755557,1,134
11358,5.25573646,622.938489,1,134
11359,5.82001186,621.0426213,1,134
11360,8.4592021,619.6824115,2,239
11361,10.81864554,617.5021636,2,239
11362,12.05919741,614.4251403,2,239
11367,17.11268096,603.6156851,1,134
11368,18.16277999,601.73035,1,134
11369,15.07960829,600.4378497,1,134
11370,15.07960829,599.5651487,1,134
11371,13.80664253,598.1883877,1,134
11382,17.11268096,604.09868,1,134
11383,16.9900296,605.9584359,1,134
11384,17.25316779,607.5819607,1,134
11389,12.05919741,613.9842758,2,239
11390,10.81864554,618.0513634,2,239
11391,3.21599488,612.6060101,2,241
11392,7.11486959,619.4371524,2,239
11393,4.951278,622.6450809,1,134
11394,5.81359289,624.8870197,1,134
11395,4.63555106,626.9318484,2,396
11397,5.36976968,699.8715963,1,134
11398,5.36976968,695.3109812,1,134
11401,5.3442474,683.5054432,3,209
11402,8.16361962,677.6583465,3,145
11403,8.16361962,674.805517,3,145
11410,12.57723872,670.9686419,3,158
11413,4.61577544,592.2675628,4,775
11417,15.1822074,671.055912,2,105
11419,12.24914715,673.7041081,3,145
11421,8.16361962,680.1485536,1,134
11422,5.3442474,683.580676,3,209
11424,9.83520579,528.1481137,3,640
11425,9.67869199,533.996715,2,664
11430,6.57190795,555.5569437,2,634
11431,2.45934073,559.0838595,2,634
11432,2.45934073,562.0239591,2,634
11434,2.31797555,571.9757598,2,838
11435,5.56321599,576.8749227,2,838
11436,7.39281325,580.1385235,2,838
11437,7.39281325,581.8974674,2,838
11439,5.36976968,696.9314967,1,134
11440,4.12913664,701.8502201,1,134
11441,4.12913664,703.7942368,1,134
11442,3.73382343,706.7523923,1,134
11443,4.17206263,713.9446523,2,144
11444,3.84188639,713.7640934,2,144
11445,3.15305522,714.9031187,2,144
11446,3.73382343,710.9834875,1,134
11447,4.12913664,703.771667,1,134
11448,4.12913664,701.8472108,1,134
11449,7.39281325,583.5992344,2,838
11451,9.00489973,588.385548,3,869
11474,8.42029121,587.0674685,3,869
11475,7.39281325,584.2642927,2,838
11476,7.39281325,582.118652,2,838
11477,0.84366845,556.2129741,1,524
11479,4.19361525,585.1038913,2,662
11480,5.32390631,588.2576521,2,662
11481,16.80156016,593.4878395,4,775
11482,16.80156016,595.6274616,4,775
11484,9.46253706,619.912624,3,754
