StationTime,Attractiveness,Closeness Centrality,Degree Centerality,Betweenness Centrality
16101,5.58996515,288.5480536,1,130
16102,8.52480956,290.1851203,1,130
16106,7.58765277,247.1955681,1,162
16107,6.21586172,249.4856559,2,228
16108,6.21586172,250.3809267,2,228
16109,6.21586172,251.1392738,2,294
16110,6.21586172,251.9472745,2,294
16111,8.16887189,252.5656885,2,294
16112,14.20679303,253.6023971,3,356
16113,14.20679303,254.747441,3,352
16116,9.1874711,257.9493509,2,224
16117,9.1874711,258.8957801,2,224
16118,5.82825534,259.8948723,1,162
16119,5.82825534,260.7585454,1,162
16120,7.23710245,261.4642294,1,162
16121,7.23710245,263.167501,1,162
16122,20.49950028,264.1726119,2,218
16124,19.85238377,266.4070274,2,218
16125,28.26257131,268.2186343,1,162
16127,5.36618528,274.8421339,2,209
16128,7.65680312,277.1698382,1,162
16129,7.65680312,279.2041343,1,162
16130,7.65680312,280.9540503,1,162
16131,7.92463379,282.9281601,2,186
16132,7.92463379,284.7262251,2,186
16133,8.19246447,286.9260335,1,162
16134,8.19246447,288.3960833,1,162
16135,8.19246447,289.7487698,1,162
16136,8.19246447,291.2850245,1,162
16137,13.78071619,292.5399084,2,212
16138,13.78071619,295.2287303,2,212
16140,12.1928565,300.0872674,2,136
16141,5.01674508,302.5910165,1,90
16142,7.04559949,304.9593464,1,90
16143,7.04559949,306.4444428,1,90
16144,7.04559949,308.0709769,1,90
16145,11.87688202,309.9578167,2,108
16146,11.87688202,311.1495049,2,81
16147,11.87688202,310.5009978,2,81
16148,8.27817175,310.0511054,1,36
16158,9.02965881,236.1468724,2,217
16159,7.49333969,235.6909614,4,356
16160,6.25129085,235.3478996,3,263
16161,6.26343335,235.039445,4,344
16162,5.3542099,234.7610834,2,205
16163,6.56945973,234.5669827,2,205
16164,7.64383888,234.4586474,1,124
16165,16.55845318,234.3864239,2,194
16167,22.90178771,234.4601521,2,194
16168,24.57005564,234.5805246,5,361
16173,5.08028539,239.6226299,1,162
16176,5.3861283,238.1781593,1,162
16177,5.3861283,237.8997977,1,162
16178,5.3861283,237.6169222,1,162
16179,4.84482547,237.3912237,1,162
16180,4.84482547,237.297935,1,162
16181,11.23273374,237.2196928,2,211
16182,11.23273374,237.2272161,2,211
16183,14.10164866,237.2843931,2,256
16184,18.44708735,237.8080137,2,350
16185,28.33922272,238.9575715,1,162
16194,14.02999209,243.8176133,1,162
16195,11.50530556,244.4074388,3,306
16197,11.50530556,246.2762227,3,306
16198,12.72253694,258.3841968,2,237
16200,6.3696898,261.4190897,2,202
16210,6.7828136,275.6064996,1,108
16211,7.73256194,275.8006004,1,108
16212,6.69315706,276.3377629,3,252
16213,6.69315706,276.7711041,3,252
16214,6.09921538,277.5339651,3,252
16215,4.19863115,278.2005281,1,108
16216,4.19863115,278.9799404,1,108
16217,4.19863115,279.4524027,1,108
16218,3.27974059,280.1610961,1,108
16219,2.25845301,280.6621468,2,174
16220,2.25845301,281.1391231,2,174
16221,2.40157147,284.1619788,2,186
16222,2.05600977,285.9480065,1,132
16223,2.03378878,287.2480301,1,132
16224,2.03378878,289.1739909,1,132
16225,3.97578033,290.3431093,3,235
16267,23.01714488,242.4227964,1,188
16268,23.01714488,243.5061493,1,188
16269,10.77539625,244.9972643,2,237
16271,14.76764703,262.9779143,1,49
16279,18.78730449,256.1392487,1,188
16280,19.73733859,256.3574239,1,188
16281,19.73733859,256.5515247,1,188
16282,19.73733859,256.7787279,2,237
16283,19.73733859,256.9487541,2,237
16284,19.73733859,257.221097,2,286
16285,11.45124445,257.5160097,2,286
16286,11.45124445,257.8184458,2,237
16287,11.45124445,258.0426396,2,237
16288,6.19677875,333.6682001,2,144
16289,6.19677875,332.1665525,2,243
16302,6.73653881,329.4431235,2,243
16303,6.73653881,331.1223206,2,243
16314,4.43556368,300.2723402,2,106
16317,3.09922241,296.2834947,1,56
16321,2.31894558,288.1086938,2,80
16322,1.53866874,286.8839031,1,56
16323,1.53866874,285.7990455,1,56
16324,1.53866874,284.06869,1,56
16325,1.90393806,282.4436606,2,103
16326,1.90393806,280.7659681,2,103
16329,4.02538138,277.8529524,1,94
16337,4.02538138,277.6107026,1,94
16340,1.90393806,280.8276591,2,103
16341,1.90393806,282.5038469,2,103
16342,1.53866874,283.8956545,1,56
16343,1.53866874,285.9073808,1,56
16344,1.53866874,287.0163129,1,56
16345,2.31894558,288.3810367,2,80
16346,2.31894558,289.4613804,2,80
16351,3.09922241,296.2925227,1,56
16354,11.49522286,256.760672,2,244
16365,3.45886419,266.3423271,1,132
16366,3.45886419,267.750686,1,132
16368,4.04154672,271.3618625,2,197
16369,4.04154672,272.6152417,2,197
16370,3.38245395,274.1319359,1,132
16371,2.64542659,275.8758332,1,132
16372,2.64542659,277.6287585,1,132
16373,2.28176306,280.0377142,2,186
16374,2.25845301,281.6386691,2,174
16375,2.25845301,282.0614777,2,174
16376,2.0967533,282.6242194,2,174
16377,1.64100641,283.0410094,1,108
16378,1.64100641,283.7406748,1,108
16379,1.64100641,285.0617636,1,108
16380,1.5594804,285.5929075,1,108
16383,3.23595426,289.3274659,2,178
16384,3.84176863,291.0578213,1,124
16385,3.84176863,292.3217331,1,124
16386,2.69611733,293.3433952,1,124
16387,3.17863098,295.3867192,1,124
16388,22.59460797,237.7959764,2,350
16389,18.44708735,237.6680806,2,350
16390,14.10164866,237.45141,2,350
16391,14.10164866,238.7153218,2,269
16392,29.83051272,239.5127899,1,188
16393,23.01714488,240.6051708,1,188
16399,10.77539625,245.8443862,2,286
16400,10.85456732,246.0008705,2,237
16401,12.06127645,246.3529602,2,237
16402,12.06127645,248.2488279,2,237
16405,2.39547903,384.930356,2,101
16410,4.35234784,234.3758913,1,108
16414,5.08028539,236.9834617,2,189
16419,3.97269073,375.1831886,3,116
16429,4.86365636,261.273138,2,244
16430,4.84851268,260.3417554,2,244
16431,3.63862464,259.6300527,2,244
16432,8.10597732,258.8431171,2,244
16433,8.10597732,258.1013213,2,244
16434,8.83296931,257.7477269,2,244
16436,19.45619134,251.1151993,2,406
16439,17.17770367,231.9729542,1,140
16440,17.17770367,233.0126721,1,140
16441,21.6938206,234.6392062,2,202
16442,21.71131353,235.6954754,2,202
16443,24.30681814,237.3671492,1,140
16444,20.82815273,238.7183311,2,202
16445,20.82815273,240.1251853,2,202
16446,17.2921208,241.4387508,2,202
16447,14.44309991,242.9644729,1,140
16448,8.7218133,245.4892871,3,310
16450,18.35325934,254.7143386,2,210
16451,17.65179175,255.5795163,2,210
16452,17.65179175,257.4212163,2,140
16453,18.57504926,259.1064321,1,70
16454,18.57504926,261.2234843,1,70
16455,29.53599705,262.5024427,1,70
16456,31.48407341,264.2418261,1,70
16457,31.48407341,265.5599055,1,70
16458,37.9159422,267.1969722,1,70
16460,47.20423533,229.6964083,20,2206
16463,21.1351914,232.820076,4,505
16465,5.74898835,231.5666968,3,251
16466,4.39447616,232.8501692,1,108
16467,4.39447616,233.4896484,1,108
16468,4.43556368,300.2347238,2,106
16500,3.91805037,330.6784468,2,131
16503,19.45619134,250.6713255,2,406
16504,19.45619134,251.0685549,3,417
16505,19.45619134,251.3258512,3,417
16506,15.08176432,242.5371503,3,365
16507,3.91805037,330.2661708,2,131
16509,14.15704802,241.498937,2,194
16513,23.27826381,254.8557763,10,710
16514,11.49522286,255.9090362,10,710
16525,13.946275,248.4173495,1,98
16526,9.45950904,248.7619159,1,98
16527,5.16917623,249.4886652,2,152
16528,3.83114126,250.3147218,2,157
16529,17.57237567,251.5575684,5,361
16530,17.57237567,251.9773677,7,438
16531,15.53459212,247.6063394,2,243
16532,15.53459212,246.7456756,2,243
16533,11.50530556,244.7098749,3,369
16534,11.50530556,243.3842721,3,324
16535,4.56056623,242.2557795,1,198
16538,8.38685399,239.2991286,2,243
16539,7.81507712,238.7499289,3,305
16540,11.14339413,238.26242,3,305
16541,11.14339413,239.1682235,3,305
16542,13.40787535,240.227502,2,260
16553,1.62766601,310.0811985,3,144
16554,3.36241979,308.5329066,3,144
16559,3.17863098,297.5504159,2,165
16560,2.39540057,295.2558141,1,124
16561,2.69611733,293.3840209,1,124
16563,3.63862464,259.2945142,2,244
16565,4.86365636,260.5779865,2,244
16566,4.86365636,261.2550821,2,244
16567,4.86365636,261.8118052,2,178
16568,4.86365636,262.6318432,2,178
16569,5.49768628,263.4774604,1,112
16570,5.49768628,263.9649692,1,112
16571,5.49768628,265.1942739,1,112
16572,6.54176746,266.2956827,2,174
16573,3.98157327,266.7530984,2,174
16574,3.98157327,268.2412041,2,174
16575,4.01060499,268.9032531,2,174
16576,3.82422908,269.741347,2,174
16577,3.82422908,270.872849,1,112
16578,3.82422908,271.697401,1,112
16579,3.13898986,273.4157192,1,112
16580,2.51618263,274.0266099,2,168
16581,2.51618263,274.8917876,2,168
16582,2.51618263,275.7313862,2,168
16583,2.51618263,276.938121,2,168
16584,1.89337539,278.0786509,1,112
16585,1.89337539,280.1400309,1,112
16586,1.17307531,309.9698539,3,191
16587,2.62493645,310.3836346,3,191
16588,2.62493645,311.543725,1,94
16589,2.62493645,312.7730297,1,94
16590,1.7525192,314.5169271,1,94
16595,1.98370884,305.9975597,2,202
16597,1.98370884,304.3619976,2,202
16599,3.37001203,301.5031495,2,202
16612,3.84176863,291.6551701,1,124
16613,3.5731949,290.4348934,2,178
16614,3.23595426,289.3996894,2,178
16616,1.5594804,285.4514697,1,108
16617,1.64100641,284.4403403,1,108
16618,1.64100641,283.6338442,1,108
16619,1.64100641,283.0048976,1,108
16620,2.11799981,282.6031542,2,174
16621,2.25845301,282.0313846,2,174
16622,2.25845301,281.5453804,2,174
16623,2.28176306,279.3816838,2,186
16624,2.64542659,277.604684,1,132
16625,3.38245395,274.2071687,1,132
16626,4.04154672,272.8589961,2,197
16627,4.04154672,272.1111817,2,197
16628,3.98209517,269.4554622,2,197
16630,3.45886419,266.8704617,1,132
16640,11.49522286,256.7396068,2,244
16641,11.49522286,255.8458406,10,710
16642,23.27826381,255.1386518,10,710
16649,7.58765277,248.4023029,1,162
16650,6.21586172,250.5283831,2,213
16651,3.5652191,248.8115696,2,213
16661,10.13380898,305.2437266,1,100
16662,6.70601604,303.4486709,2,156
16663,6.70601604,302.3532807,2,162
16664,6.70601604,301.0953875,2,162
16665,4.94645414,298.702983,1,112
16666,4.94645414,297.2539984,1,112
16667,4.94645414,296.1631222,1,112
16668,3.09793122,294.0957236,2,136
16671,2.96567246,294.1875077,1,130
16672,7.77109934,293.8173621,1,130
16673,7.77109934,293.0665383,1,130
16674,2.96567246,292.4074986,1,130
16675,7.14620267,290.6711245,2,177
16676,3.17239058,289.7487698,2,177
16677,3.17239058,288.6563889,2,177
16678,3.17239058,286.5002156,2,159
16681,1.57139185,283.502939,2,159
16682,1.89337539,281.2429444,1,112
16683,1.89337539,277.4481997,1,112
16684,2.51618263,276.6988805,2,168
16686,2.51618263,273.8294998,2,168
16687,3.82422908,273.1674508,1,112
16688,3.82422908,271.9351368,1,112
16689,3.82422908,271.0594265,1,112
16690,3.82422908,270.3206399,1,112
16691,3.82422908,269.7368331,1,112
16692,4.01060499,268.8716554,2,174
16694,3.98157327,266.9682644,2,174
16695,5.49768628,266.1482264,1,112
16696,5.49768628,265.070892,1,112
16697,5.49768628,263.7558219,1,112
16698,5.14961194,263.1028008,1,112
16745,9.96301885,245.3613913,1,132
16746,14.31622081,242.6364577,1,132
16748,16.26067835,241.345462,2,256
16749,1.89337539,281.3603076,1,112
16750,1.57139185,283.555602,2,159
16753,3.17239058,286.8823984,2,159
16754,6.01430308,288.9904228,2,177
16755,6.01430308,289.8887029,2,177
16756,7.77109934,290.9284208,2,177
16757,7.77109934,292.4059939,1,130
16758,7.77109934,293.0003334,1,130
16759,7.77109934,293.9693324,1,130
16760,2.96567246,294.2898244,1,130
16765,3.09793122,293.9512766,2,136
16766,4.94645414,295.686146,1,112
16767,4.94645414,297.2795776,1,112
16768,4.94645414,298.7917578,1,112
16769,4.94645414,300.3912081,1,112
16770,6.70601604,302.2404314,2,162
16771,6.70601604,303.6879114,2,162
16772,6.70601604,305.4934996,2,162
16773,8.46557795,307.6857847,1,112
16774,8.46557795,308.8218007,1,112
16779,8.93495191,321.459414,1,130
16780,11.6933602,323.3688236,1,130
16781,11.6933602,324.1768244,1,130
16782,5.59381307,325.1729072,1,130
16790,6.22572834,287.3262722,5,263
16791,4.5394403,288.4743254,2,114
16792,4.76635516,288.7617149,2,114
16796,7.73344286,292.8468584,1,100
16797,13.78071619,293.6368033,2,181
16798,13.78071619,294.0671351,2,181
16801,13.78071619,295.3460935,2,181
16802,13.40787535,240.165811,2,260
16808,3.83114126,250.9632289,2,157
16809,5.32942934,252.0465819,2,157
16810,7.63805848,253.3676707,1,108
16812,7.18660999,256.6327761,1,108
16813,9.64478621,257.8124271,2,202
16814,2.58795466,265.8337531,1,132
16818,7.20408342,266.4581857,3,274
16819,7.20408342,267.0600484,3,274
16820,5.6175254,268.2306715,1,130
16821,5.6175254,268.7633201,1,130
16822,4.18810094,270.3040887,2,196
16823,4.04154672,271.9276135,2,196
16824,5.72790087,273.6128292,1,130
16825,5.72790087,274.5065954,1,130
16826,5.72790087,275.2167935,1,130
16827,8.71299759,295.9013119,1,100
16828,8.71299759,297.1261026,1,100
16829,8.71299759,297.5443972,1,100
16830,4.43556368,298.5269382,2,128
16832,4.43556368,299.9804368,2,128
16833,4.43556368,300.4709549,2,128
16834,4.43556368,301.2353206,2,128
16835,6.70601604,301.9048929,2,156
16836,6.70601604,302.720417,2,156
16838,10.13380898,305.2181474,1,100
16840,8.57446145,307.6602056,3,189
16866,6.70601604,302.9461155,2,156
16867,6.70601604,301.9756118,2,156
16868,4.43556368,301.01865,2,128
16869,4.43556368,299.6539262,2,128
16870,6.19677875,332.3245415,2,243
16887,2.03378878,288.1839267,1,132
16888,2.05600977,286.691307,1,132
16889,2.05600977,285.7990455,1,132
16890,2.2580282,284.787916,1,132
16891,2.25845301,283.7752819,2,186
16892,2.25845301,281.0037039,2,174
16893,2.25845301,280.5718674,2,174
16895,4.19863115,279.3561046,1,108
16896,4.19863115,278.8986889,1,108
16897,4.19863115,278.376573,1,108
16898,6.09921538,277.7611683,3,252
16899,6.69315706,277.3564156,3,252
16900,6.69315706,276.933607,3,252
16901,6.69315706,276.2173903,3,252
16902,7.73256194,275.6711999,1,108
16908,5.3861283,237.4047656,1,162
16910,5.69281496,238.0743379,1,162
16911,5.08028539,238.4354556,2,216
16912,5.08028539,238.7875453,2,216
16915,3.78491426,237.3190002,1,108
16918,4.39447616,233.6115256,1,108
16919,4.39447616,232.1881201,3,251
16920,4.39447616,231.6720228,3,251
16921,8.32124781,230.7812659,3,251
16922,13.81065264,244.6226048,3,174
16926,11.80122561,247.0691769,1,62
16927,8.4652482,248.9469887,1,124
16929,8.4652482,250.3117125,1,124
16930,5.52775292,251.6012035,1,124
16931,5.52775292,251.467289,1,124
16932,5.52775292,252.3339714,1,124
16933,5.52775292,253.7092278,1,124
16934,10.58978932,256.2250141,2,205
16936,14.20679303,255.313192,3,337
16937,10.70409505,256.185893,2,256
16938,7.42700072,263.1509498,2,152
16939,2.73328842,271.0218101,1,124
16940,3.44062946,284.8315511,2,178
16941,3.44062946,285.8306433,2,178
16942,3.23595426,287.2826372,2,178
16943,3.17863098,297.6452092,2,165
16944,3.19762836,296.3346531,2,206
16945,3.33234676,295.1760673,2,206
16946,4.37751431,293.8986136,3,272
16948,5.10940426,293.8549785,3,272
16949,4.91145911,294.4899437,3,272
16950,4.91145911,295.2588234,2,206
16954,4.17824591,263.7407753,1,108
16955,6.32137513,262.1518576,1,108
16956,6.8112824,259.1320112,2,242
16957,11.45124445,257.4377676,2,286
16958,11.45124445,257.9689115,2,237
16959,11.45124445,257.6830266,2,286
16960,15.83574897,257.1925085,2,286
16961,19.73733859,256.8283815,2,237
16962,19.73733859,256.655346,2,237
16963,19.73733859,256.238556,1,188
16964,18.78730449,256.0655205,1,188
16966,10.77539625,245.7330416,2,237
16967,10.77539625,245.0649739,2,237
16968,17.12710174,243.7273339,2,237
16969,23.01714488,242.5642341,1,188
16985,6.96785335,287.4993078,1,48
16986,2.31894558,289.3996894,2,76
16987,9.40930846,298.3719585,3,278
16988,10.45411275,300.9599684,3,278
16989,11.65111536,302.812201,3,189
16990,1.57139185,285.967567,2,159
16991,9.27707971,299.3424622,3,139
16992,2.31894558,289.5351086,2,76
16993,2.31894558,288.4216624,2,76
16994,6.96785335,287.6106524,1,48
16995,6.96785335,287.0524247,1,48
16996,6.96785335,286.3061148,1,48
16998,6.96785335,285.6711496,1,48
16999,7.92463379,284.5020312,2,129
17000,7.92463379,283.8836172,2,129
17001,7.92463379,283.0530466,2,129
17002,2.98641672,282.3172694,1,48
17003,2.98641672,281.7199206,1,48
17004,6.2985516,281.1060206,1,48
17005,10.51316362,280.2634127,4,197
17006,6.8112824,258.8702009,2,202
17008,7.18660999,256.3468913,1,108
17010,7.63805848,253.3721846,1,108
17011,5.32942934,252.0751704,2,157
17012,3.83114126,251.1016574,2,157
17025,14.10164866,237.2332347,2,256
17026,14.10164866,237.1595065,2,256
17027,11.23273374,237.0481619,2,211
17028,11.23273374,237.0586945,2,211
17029,4.84482547,237.1805717,1,162
17031,4.43556368,298.6789085,2,128
17032,8.71299759,297.3111754,1,100
17033,8.71299759,296.7725082,1,100
17034,8.71299759,296.1510849,1,100
17036,13.78071619,294.3876271,2,181
17037,13.78071619,293.9347253,2,181
17038,13.78071619,293.4577491,2,181
17039,7.73344286,292.962717,1,100
17040,7.73344286,292.4902547,2,146
17042,4.76635516,289.103272,2,114
17043,5.8755026,276.1632227,2,192
17045,2.69643206,282.0298799,2,189
17055,5.13044508,294.2040589,2,166
17057,2.44929757,298.1823718,1,112
17058,2.44929757,299.229613,1,112
17059,2.44929757,300.5491971,1,112
17060,2.85018229,301.9771165,2,153
17061,1.62745067,302.9927599,2,153
17064,12.64221238,281.4671383,4,173
17065,10.51316362,280.0602841,4,197
17066,6.2985516,280.990162,1,48
17067,2.98641672,281.3392424,1,48
17068,2.98641672,282.3022228,1,48
17069,7.92463379,282.9687858,2,129
17070,7.92463379,283.6714606,2,129
17071,7.92463379,284.279342,2,129
17072,7.92463379,284.897756,2,129
17073,6.96785335,285.4875815,1,48
17074,6.96785335,286.2203494,1,48
17075,6.96785335,286.7665399,1,48
17076,10.17550598,259.2930095,3,590
17078,10.20035691,260.6998637,2,474
17079,8.04816216,260.922553,3,546
17080,3.19336525,262.0991946,2,326
17081,3.19336525,262.865065,2,326
17082,2.87725806,264.4238896,1,178
17083,2.8003247,265.7840994,1,178
17084,2.8003247,266.4401298,2,226
17099,2.8003247,266.2415151,2,226
17100,2.87725806,264.1094163,1,178
17101,3.19336525,262.9779143,2,326
17104,10.20035691,260.6035657,2,474
17105,10.20035691,259.8903583,2,474
17106,10.17550598,259.1846742,3,590
17107,10.66155691,258.3014406,3,590
17111,11.92459551,248.3646865,1,178
17112,13.02395516,247.8546078,2,271
17114,11.04479301,247.1504284,4,410
17115,11.70427378,246.7200965,4,398
17116,10.278227,246.5184725,4,398
17117,9.02390453,246.3529602,2,259
17128,3.5779997,296.3782881,2,206
17129,3.23595426,287.7671367,2,178
17130,3.44062946,286.0112021,2,178
17131,3.17320335,284.4734427,2,189
17132,9.3158911,265.0769107,2,152
17133,7.87259298,263.8566339,2,152
17134,7.42700072,263.0290726,2,152
17135,10.70409505,256.1873977,2,256
17137,9.1874711,257.4452909,2,205
17138,9.1874711,256.3860124,2,205
17139,5.52775292,253.9213844,1,124
17140,5.52775292,252.1549172,1,124
17144,8.4652482,249.3562554,1,124
17145,8.4652482,248.5497593,1,124
17149,12.46104228,244.8046682,4,325
17151,9.02390453,246.4868747,4,398
17152,11.70427378,246.6794707,4,398
17153,13.11506535,247.0420931,4,410
17154,11.04479301,247.3129313,4,410
17155,10.78862147,247.8004401,2,271
17156,13.02395516,248.0938482,2,271
17157,11.92459551,248.5166568,1,178
17158,9.15898388,249.1335661,2,295
17159,9.61049324,249.5654027,2,295
17163,12.64221238,281.5950341,4,173
17164,12.11434421,279.9218556,5,280
17167,7.54408932,279.6254382,2,174
17168,7.54408932,279.6811105,2,204
17169,7.54408932,279.7533341,2,174
17170,7.54408932,279.8571554,2,174
17171,11.7245214,280.012135,2,174
17172,11.7245214,280.2604034,2,204
17173,16.15657855,279.6705779,3,258
17174,21.00738167,279.8406042,3,228
17175,26.16103678,279.3831885,3,228
17176,21.17797535,278.4548151,3,321
17177,21.17797535,278.2652284,3,291
17178,19.78622119,278.7196348,3,321
17179,19.78622119,279.3937211,3,291
17180,8.57312535,280.2844779,2,204
17181,8.57312535,280.6591375,2,174
17182,8.57312535,281.5228106,2,174
17183,10.39303896,282.437642,2,174
17184,7.89395507,283.248652,5,411
17185,7.89395507,284.542657,5,441
17186,7.89395507,285.5206839,5,411
17187,4.82094428,286.1421072,3,306
17188,4.82094428,286.7560073,3,258
17197,2.85018229,301.685213,2,153
17198,2.88038767,300.4468804,1,112
17199,2.88038767,299.5109838,1,112
17200,2.58795466,264.759428,1,132
17201,4.86365636,263.6128795,2,188
17219,9.36804463,290.7388341,3,422
17220,9.36804463,288.5751375,3,422
17221,12.02130934,287.9672561,3,422
17222,8.42954385,286.2022935,3,422
17223,8.42954385,284.2567722,3,422
17225,8.42954385,282.7686665,3,422
17226,8.42954385,280.1626007,3,422
17234,15.08176432,243.6235126,3,284
17246,1.24940831,287.046406,1,112
17247,1.24940831,290.3686885,1,112
17248,3.09793122,291.5558628,2,136
17253,3.09793122,291.5468348,2,136
17254,1.24940831,289.8977309,1,112
17255,1.24940831,288.4096252,1,112
17256,1.24940831,287.0057803,1,112
17257,1.57139185,285.8065688,2,159
17258,8.78225892,242.8125025,1,296
17259,7.16729625,244.9882364,1,296
17263,16.9738791,240.6894316,2,190
17270,4.86365636,262.9899515,2,188
17271,2.58795466,264.4825712,1,132
17276,1.37834082,294.3816084,1,198
17277,3.19469492,292.7716255,1,198
17278,2.94337462,290.8471694,3,284
17280,4.06863782,290.3370907,1,82
17284,3.17442397,289.5095294,3,329
17286,3.19469492,293.3388812,1,198
17289,2.25845301,282.3262973,2,186
17290,2.25845301,280.9630782,2,186
17291,2.9328952,313.0228028,2,194
17292,2.9328952,311.9349358,2,194
17293,2.9328952,310.219627,2,194
17294,2.80487421,309.6749412,2,194
17297,1.62745067,306.2202489,2,194
17298,7.92463379,285.4273952,2,186
17299,7.92463379,282.4797724,2,186
17300,7.65680312,278.5676644,1,162
17301,7.65680312,277.1322217,1,162
17302,5.36618528,274.5457165,2,209
17342,5.59381307,325.5866879,1,130
17343,9.81055063,324.5093535,1,130
17344,11.6933602,323.7269319,1,130
17345,8.27817175,309.280721,1,36
17346,8.27817175,309.9578167,1,36
17347,11.87688202,310.6334076,2,81
17348,11.87688202,310.2406921,2,108
17349,7.04559949,307.3051065,1,90
17350,2.88038767,298.0725318,1,112
17351,4.20586761,296.655145,1,112
17352,4.26870139,295.6319783,1,112
17361,3.17320335,283.4337248,2,189
17362,2.69643206,282.1953922,2,189
17363,5.8755026,276.2610254,2,192
17364,5.72790087,275.0557952,1,130
17365,5.72790087,274.2011501,1,130
17366,5.72790087,273.591764,1,130
17368,4.61026835,272.3353755,1,130
17369,4.04154672,271.8132596,2,196
17370,12.53833964,304.9427952,4,132
17371,4.04154672,271.2475086,2,196
17372,4.18810094,270.1671649,2,196
17373,5.6175254,269.2884453,1,130
17374,5.6175254,268.7001245,1,130
17375,5.6175254,268.1418968,1,130
17376,5.6175254,267.5039222,1,130
17377,7.20408342,267.026946,3,274
17378,7.20408342,266.4581857,3,274
17383,7.04559949,304.5365378,1,90
17384,5.01674508,302.9115084,1,90
17385,5.01674508,301.7514179,1,90
17387,10.85939249,296.5573423,4,303
17388,13.78071619,295.3987565,3,257
17389,13.78071619,294.0882003,2,212
17390,13.78071619,292.186314,2,212
17391,8.19246447,290.3596605,1,162
17392,8.19246447,289.1333652,1,162
17393,8.19246447,288.1688801,1,162
17394,8.19246447,286.6612139,1,162
17397,20.49950028,263.7061682,1,162
17398,7.23710245,261.531939,1,162
17399,5.82825534,260.5418748,1,162
17400,9.1874711,258.957471,2,224
17404,14.20679303,254.2734741,3,356
17405,8.16887189,252.5220535,2,294
17406,6.21586172,251.2897395,2,294
17407,7.58765277,247.2286705,1,162
17409,11.50530556,244.788117,3,306
17410,11.50530556,243.7995574,3,306
17417,12.53833964,304.7020501,4,132
17420,18.11154333,305.5717418,2,50
17422,2.20969295,307.894932,1,36
17423,7.00034156,308.3794316,1,36
17424,8.27817175,308.8112681,1,36
17425,11.87688202,311.442913,2,81
17426,11.87688202,311.9439638,2,81
17427,5.61058729,312.8317113,1,36
17428,5.61058729,313.6833471,1,36
17429,2.53483258,315.6755129,1,36
17431,2.53483258,317.2584119,1,36
17432,3.53133955,318.0393289,1,36
17433,3.53133955,318.9556649,1,36
17438,8.93495191,321.6821032,3,204
17441,4.6262865,319.2400451,1,36
17442,2.53483258,317.7925651,1,36
17443,2.53483258,316.1585077,1,36
17444,5.61058729,313.5178349,1,36
17445,5.61058729,312.7880763,1,36
17446,11.87688202,312.0869062,2,81
17447,8.27817175,309.0429853,1,36
17448,7.00034156,308.469711,1,36
17449,2.20969295,308.153733,1,36
17450,10.65600448,306.4489568,1,36
17451,18.11154333,305.698133,2,50
17452,16.69646497,305.3475479,2,50
17453,17.48261329,311.6204625,1,28
17454,11.81122583,311.8973194,1,14
17455,11.81122583,312.1636437,1,14
17456,10.53089303,312.8738417,2,82
17457,10.17064979,313.1868104,2,82
17458,10.17064979,313.600591,2,82
17459,8.33475852,313.903027,2,82
17461,7.60323827,314.9984173,1,28
17462,8.66255386,315.547617,1,28
17463,5.22011062,315.9463511,1,28
17465,5.22011062,318.1897945,4,251
17467,5.22011062,315.7688016,1,28
17470,7.60323827,314.1347442,1,28
17472,8.33475852,313.4666765,2,82
17473,10.17064979,313.0784751,2,82
17474,10.53089303,312.7248807,2,82
17482,4.82094428,286.8598286,3,258
17483,4.82094428,285.9224273,2,240
17484,7.89395507,285.4319092,5,411
17486,7.89395507,283.8881312,5,441
17487,7.89395507,283.1779332,5,411
17488,10.39303896,282.332316,2,174
17489,8.57312535,281.3076446,2,174
17490,8.57312535,280.5432789,2,174
17491,8.57312535,280.1716287,2,204
17492,19.78622119,279.402749,3,291
17493,19.78622119,278.6865323,3,291
17494,21.00738167,279.5532147,3,258
17495,11.7245214,280.0151444,2,204
17496,11.7245214,279.8722019,2,174
17497,7.54408932,279.7307642,2,174
17498,7.54408932,279.6359708,2,174
17499,7.54408932,279.5547193,2,204
17500,7.54408932,279.4900191,2,174
17502,20.41605624,329.6236823,2,131
17507,12.95901646,239.9942801,2,205
17508,9.91351656,240.1628017,2,205
17509,10.26012412,240.424612,4,344
17510,15.63038381,243.7830062,2,241
17511,14.95105532,244.2975989,2,241
17512,9.06505467,245.6894065,2,240
17520,5.43009108,254.2102785,3,492
17521,5.43009108,254.8858695,3,492
17522,2.72701137,255.8578778,2,420
17523,2.72701137,256.4838151,2,420
17525,2.72701137,259.0958995,1,124
17526,1.77168692,260.1205708,1,124
17527,1.88133751,261.325801,1,124
17532,1.74860765,264.1530513,4,323
17534,5.93663093,279.4809912,3,297
17536,6.69315706,274.7563685,3,297
17539,8.79308046,269.697712,1,198
17540,7.20408342,268.0335615,3,308
17541,7.53765965,264.4314128,3,373
17550,0.13303347,501.1635968,2,256
17551,0.13303347,502.2439405,2,256
17552,0.13303347,503.2099302,2,256
17553,0.13303347,504.5565981,2,256
17554,0.13303347,505.4879807,2,256
17555,0.13303347,506.3817469,1,214
17556,0.13303347,507.701331,1,214
17560,2.18052107,542.7477996,2,272
17562,4.43087343,547.6304112,3,313
17563,4.43087343,551.2731855,2,272
